leftpic, middlepic, rightpic, steering angle, break, throttle, speedmph, battery temp, battery %
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_28_670.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_28_670.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_28_670.jpg,-0.2516674,1,0,61.00883,24.66,98.38,0.9525000333786011
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_28_737.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_28_737.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_28_737.jpg,0,0,0,60.71512,24.65,98.38,0.9859999895095826
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_28_828.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_28_828.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_28_828.jpg,0,0,0,60.04135,24.65,98.38,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_28_922.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_28_922.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_28_922.jpg,-0.1113598,1,0,60.59986,24.65,98.37,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_28_986.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_28_986.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_28_986.jpg,0,1,0,62.16153,24.67,98.37,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_29_057.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_29_057.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_29_057.jpg,0,1,0,63.52141,24.68,98.37,0.9645000696182251
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_29_159.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_29_159.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_29_159.jpg,0,1,0,65.47988,24.70,98.37,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_29_237.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_29_237.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_29_237.jpg,0,1,0,66.4996,24.71,98.37,0.9609999656677246
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_29_324.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_29_324.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_29_324.jpg,0,1,0,68.23455,24.73,98.36,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_29_406.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_29_406.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_29_406.jpg,0,1,0,69.61829,24.74,98.36,0.9589999914169312
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_29_482.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_29_482.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_29_482.jpg,0,1,0,70.98691,24.76,98.36,0.9970000982284546
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_29_563.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_29_563.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_29_563.jpg,0,1,0,72.3409,24.77,98.35,0.9565001726150513
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_29_639.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_29_639.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_29_639.jpg,-0.1146753,1,0,73.67011,24.79,98.35,0.9185001850128174
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_29_715.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_29_715.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_29_715.jpg,-0.4047475,0.9362136,0,74.5202,24.79,98.35,0.8805001974105835
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_29_798.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_29_798.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_29_798.jpg,-0.5285527,0.8490676,0,75.41671,24.80,98.35,0.8390001058578491
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_29_878.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_29_878.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_29_878.jpg,-0.4461163,0.8933375,0,76.23032,24.80,98.35,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_29_959.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_29_959.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_29_959.jpg,-0.2120316,1,0,77.71291,24.83,98.34,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_30_051.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_30_051.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_30_051.jpg,-0.1338904,0.9818776,0,78.98211,24.84,98.34,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_30_144.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_30_144.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_30_144.jpg,0,1,0,80.3147,24.85,98.34,0.8464999675750733
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_30_230.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_30_230.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_30_230.jpg,0,1,0,80.33014,24.85,98.34,0.8894999504089356
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_30_315.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_30_315.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_30_315.jpg,0,1,0,80.33133,24.85,98.34,0.9319999694824219
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_30_405.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_30_405.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_30_405.jpg,0,1,0,80.3314,24.84,98.34,0.9769999265670777
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_30_488.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_30_488.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_30_488.jpg,0,1,0,80.33173,24.84,98.34,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_30_594.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_30_594.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_30_594.jpg,-0.01317456,1,0,80.33183,24.84,98.34,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_30_683.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_30_683.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_30_683.jpg,-0.1769547,0.9894882,0,80.31207,24.83,98.34,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_30_773.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_30_773.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_30_773.jpg,-0.6018337,0.7891994,0,80.18889,24.83,98.34,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_30_863.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_30_863.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_30_863.jpg,0,1,0,80.28808,24.83,98.34,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_30_958.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_30_958.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_30_958.jpg,0,1,0,80.32833,24.82,98.34,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_31_051.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_31_051.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_31_051.jpg,0,1,0,80.33128,24.82,98.34,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_31_145.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_31_145.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_31_145.jpg,0.05273499,1,0,80.33311,24.82,98.34,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_31_244.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_31_244.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_31_244.jpg,0.4648039,0.8839561,0,80.23869,24.81,98.34,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_31_342.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_31_342.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_31_342.jpg,0.548898,0.8462795,0,80.19588,24.81,98.34,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_31_414.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_31_414.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_31_414.jpg,0.3176391,1,0,80.07571,24.80,98.34,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_31_481.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_31_481.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_31_481.jpg,0.2255576,1,0,79.74654,24.80,98.34,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_31_581.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_31_581.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_31_581.jpg,0.6075229,0.8242764,0,66.28104,25.17,98.35,0.9499999284744263
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_31_675.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_31_675.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_31_675.jpg,0.3393409,1,0,61.88443,25.20,98.35,0.9969998598098755
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_31_768.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_31_768.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_31_768.jpg,0,1,0,52.32971,25.32,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_31_857.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_31_857.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_31_857.jpg,-0.2518182,1,0,53.08876,25.32,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_31_921.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_31_921.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_31_921.jpg,-0.3172624,0.9963453,0,52.94693,25.31,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_32_005.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_32_005.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_32_005.jpg,-0.3256266,0.9963453,0,50.30651,25.32,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_32_085.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_32_085.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_32_085.jpg,-0.3968354,0.9438242,0,49.82181,25.32,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_32_175.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_32_175.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_32_175.jpg,-0.7321194,0.609256,0,49.4346,25.31,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_32_248.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_32_248.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_32_248.jpg,-0.9157928,0.2883268,0,48.61538,25.31,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_32_323.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_32_323.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_32_323.jpg,-1,0,0,48.4316,25.31,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_32_409.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_32_409.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_32_409.jpg,-1,0,0,48.39479,25.30,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_32_493.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_32_493.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_32_493.jpg,-0.9688792,0.3174884,0,47.79799,25.30,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_32_564.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_32_564.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_32_564.jpg,0,0,0,48.04954,25.30,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_32_655.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_32_655.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_32_655.jpg,0,0,0,49.50844,25.30,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_32_726.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_32_726.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_32_726.jpg,0,0,0,50.43815,25.30,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_32_812.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_32_812.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_32_812.jpg,0,0,0,51.11496,25.30,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_32_900.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_32_900.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_32_900.jpg,0,0,0,51.77818,25.30,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_32_984.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_32_984.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_32_984.jpg,0,0,0,52.76821,25.30,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_33_063.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_33_063.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_33_063.jpg,0,0,0,53.14147,25.30,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_33_136.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_33_136.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_33_136.jpg,0,0,0,53.22884,25.29,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_33_211.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_33_211.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_33_211.jpg,0,0,0,52.94688,25.29,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_33_282.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_33_282.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_33_282.jpg,0,0,0,52.51957,25.29,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_33_351.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_33_351.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_33_351.jpg,0,0,0,52.20082,25.28,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_33_420.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_33_420.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_33_420.jpg,0,0,0,51.77922,25.28,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_33_487.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_33_487.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_33_487.jpg,0,0,0,51.46552,25.28,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_33_577.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_33_577.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_33_577.jpg,0,0,0,51.05048,25.27,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_33_645.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_33_645.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_33_645.jpg,0,0,0,50.63908,25.27,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_33_716.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_33_716.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_33_716.jpg,0,0,0,50.33283,25.27,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_33_788.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_33_788.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_33_788.jpg,0,0,0,49.92752,25.26,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_33_859.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_33_859.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_33_859.jpg,0,0,0,49.52561,25.26,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_33_930.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_33_930.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_33_930.jpg,0,0,0,49.22634,25.26,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_34_008.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_34_008.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_34_008.jpg,0,0,0,48.83018,25.25,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_34_075.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_34_075.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_34_075.jpg,0,0,0,48.53519,25.25,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_34_149.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_34_149.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_34_149.jpg,0,0,0,48.14467,25.25,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_34_221.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_34_221.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_34_221.jpg,0,0,0,47.75732,25.24,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_34_291.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_34_291.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_34_291.jpg,0,0,0,47.46886,25.24,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_34_363.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_34_363.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_34_363.jpg,0,0,0,47.08697,25.24,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_34_436.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_34_436.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_34_436.jpg,0,0,0,46.80257,25.23,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_34_505.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_34_505.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_34_505.jpg,0,0,0,46.42605,25.23,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_34_578.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_34_578.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_34_578.jpg,0,0,0,46.05256,25.23,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_34_651.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_34_651.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_34_651.jpg,0,0,0,45.77442,25.22,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_34_723.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_34_723.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_34_723.jpg,0,0,0,45.40619,25.22,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_34_794.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_34_794.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_34_794.jpg,0,0,0,45.13197,25.21,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_34_868.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_34_868.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_34_868.jpg,0,0,0,44.76891,25.21,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_34_940.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_34_940.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_34_940.jpg,0,0,0,44.40877,25.21,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_35_014.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_35_014.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_35_014.jpg,0,0,0,44.14057,25.20,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_35_083.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_35_083.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_35_083.jpg,0,0,0,43.7855,25.20,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_35_157.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_35_157.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_35_157.jpg,0,0,0,43.52107,25.20,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_35_232.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_35_232.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_35_232.jpg,0,0,0,43.171,25.19,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_35_307.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_35_307.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_35_307.jpg,0,0,0,42.82374,25.19,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_35_384.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_35_384.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_35_384.jpg,0,0,0,42.47926,25.19,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_35_458.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_35_458.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_35_458.jpg,0,0,0,42.13757,25.18,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_35_542.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_35_542.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_35_542.jpg,0,0,0,41.79863,25.18,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_35_614.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_35_614.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_35_614.jpg,0,0,0,41.54622,25.18,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_35_693.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_35_693.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_35_693.jpg,0,0,0,41.19765,25.17,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_35_773.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_35_773.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_35_773.jpg,0,0,0,40.75607,25.17,98.35,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_35_854.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_35_854.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_35_854.jpg,0,0,0,31.95236,25.21,98.35,0.9594999551773071
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_35_939.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_35_939.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_35_939.jpg,0,0,0,15.43604,25.24,98.35,0.9170000553131104
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_36_012.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_36_012.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_36_012.jpg,0,0,0,14.83024,25.24,98.35,0.9535001516342163
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_36_082.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_36_082.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_36_082.jpg,0,0,0,12.49649,25.24,98.35,0.9185001850128174
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_36_179.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_36_179.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_36_179.jpg,0,0,0,10.25951,25.23,98.35,0.9670001268386841
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_36_248.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_36_248.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_36_248.jpg,0,0,0,9.021407,25.23,98.35,0.9325001239776611
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_29_36_327.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_29_36_327.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_29_36_327.jpg,0,0,0,8.219485,25.22,98.35,0.9720001220703125
